,Temp_Avg_C,Temp_Max_C,Temp_Min_C,Humidity_%,WindSpeed_ms,Solar_MJm2day,Rainfall_mm
2020-02-01,14.44,22.97,5.94,25.15,1.99,17.66,0.0
2020-02-02,13.61,22.69,7.22,48.35,2.79,17.46,0.0
2020-02-03,13.88,22.43,7.4,56.99,2.2,17.69,0.0
2020-02-04,15.3,23.55,7.77,40.72,1.26,17.83,0.0
2020-02-05,14.54,23.66,8.08,36.55,2.35,18.05,0.0
2020-02-06,12.02,19.37,6.69,37.23,3.01,17.77,0.0
2020-02-07,11.17,18.1,4.92,30.79,2.11,14.83,0.0
2020-02-08,12.9,21.11,5.4,25.44,1.61,17.8,0.0
2020-02-09,12.16,20.55,5.23,32.08,2.42,18.42,0.0
2020-02-10,11.86,20.92,5.43,23.33,4.03,18.9,0.0
2020-02-11,13.31,20.9,5.35,20.91,2.49,18.13,0.0
2020-02-12,14.67,22.78,9.77,20.12,1.16,16.1,0.0
2020-02-13,14.79,23.4,6.65,26.54,1.94,18.93,0.0
2020-02-14,16.36,24.26,7.9,26.36,1.47,18.86,0.0
2020-02-15,16.38,23.62,8.62,31.25,2.0,17.65,0.0
2020-02-16,16.35,23.75,10.93,33.59,2.02,17.75,0.0
2020-02-17,16.15,24.35,8.19,35.04,1.31,19.55,0.0
2020-02-18,16.48,25.29,9.31,33.05,1.54,19.97,0.0
2020-02-19,14.68,22.82,8.0,35.39,2.75,20.26,0.0
2020-02-20,12.49,19.47,7.93,26.15,3.46,20.12,0.0
2020-02-21,12.07,20.14,5.97,32.74,3.85,20.43,0.0
2020-02-22,12.53,20.7,6.4,36.99,3.68,21.16,0.0
2020-02-23,12.58,21.26,6.12,32.46,3.04,20.97,0.0
2020-02-24,13.5,22.46,4.93,27.88,1.96,21.66,0.0
2020-02-25,15.68,25.52,8.28,20.53,2.58,21.39,0.0
2020-02-26,15.55,24.65,6.82,29.89,2.6,21.84,0.0
2020-02-27,16.71,25.14,8.22,33.03,2.07,21.61,0.0
2020-02-28,17.21,26.13,10.89,25.58,1.47,21.98,0.0
2020-02-29,16.83,25.47,10.63,22.76,1.42,18.58,0.0
2020-03-01,18.24,27.37,8.72,20.3,1.4,21.66,0.0
2020-03-02,19.42,29.95,10.51,20.29,2.81,19.21,0.0
2020-03-03,17.68,26.25,10.23,40.53,2.32,21.82,0.0
2020-03-04,18.49,28.39,9.95,26.66,1.91,22.93,0.0
2020-03-05,20.36,31.34,11.37,21.59,3.06,21.94,0.0
2020-03-06,18.74,26.22,13.47,29.25,4.62,22.53,0.0
2020-03-07,14.11,21.23,8.12,35.79,3.96,23.29,0.0
2020-03-08,13.53,19.96,6.77,25.13,2.96,24.05,0.0
2020-03-09,15.98,24.99,8.69,18.41,1.84,24.01,0.0
2020-03-10,16.02,24.51,8.14,34.31,3.1,23.46,0.0
2020-03-11,15.72,23.61,8.99,34.28,3.21,23.76,0.0
2020-03-12,15.27,22.37,8.58,34.39,2.76,19.88,0.0
2020-03-13,16.77,25.29,9.29,28.65,2.13,22.63,0.0
2020-03-14,18.91,26.47,10.88,26.08,1.71,23.1,0.0
2020-03-15,20.62,27.97,13.36,16.93,1.68,20.09,0.0
2020-03-16,19.83,27.21,14.09,32.17,3.17,20.08,0.0
2020-03-17,18.95,26.79,11.82,32.69,3.54,18.82,0.0
2020-03-18,18.24,26.34,11.13,35.5,5.78,21.06,0.0
2020-03-19,17.68,25.44,11.56,31.38,5.47,20.99,0.0
2020-03-20,16.1,23.25,9.24,34.33,1.63,20.34,0.0
2020-03-21,17.62,24.7,10.2,40.78,1.96,23.81,0.0
2020-03-22,18.23,26.66,10.85,26.64,2.31,24.01,0.0
2020-03-23,17.21,25.79,9.19,20.86,3.42,24.72,0.0
2020-03-24,14.96,19.36,10.82,41.92,3.08,16.92,4.37
2020-03-25,15.34,22.5,9.72,48.92,4.53,22.99,0.01
2020-03-26,15.5,22.81,7.85,37.18,2.99,24.06,0.0
2020-03-27,18.15,26.15,10.48,28.08,4.45,24.79,0.0
2020-03-28,17.91,25.28,9.8,38.3,2.27,24.02,0.0
2020-03-29,16.87,22.93,11.44,40.65,3.14,26.06,0.0
2020-03-30,18.12,26.0,9.66,37.23,3.4,25.6,0.0
2020-03-31,20.29,28.86,11.45,25.11,4.73,26.72,0.0
2020-04-01,19.99,28.36,11.61,29.26,3.44,26.79,0.0
2020-04-02,18.4,26.68,10.52,29.89,3.27,26.26,0.0
2020-04-03,16.62,23.57,9.72,30.28,3.98,26.46,0.0
2020-04-04,17.58,23.92,12.56,30.35,3.5,24.59,0.0
2020-04-05,19.29,27.04,12.17,26.78,2.65,24.75,0.0
2020-04-06,20.49,28.94,12.71,23.04,2.22,25.74,0.0
2020-04-07,22.17,30.72,13.58,23.45,1.93,25.93,0.0
2020-04-08,23.84,31.1,17.3,18.18,1.6,25.93,0.0
2020-04-09,23.19,30.89,17.49,29.46,2.11,19.51,0.0
2020-04-10,23.06,31.5,15.01,39.47,2.66,22.95,0.0
2020-04-11,23.49,31.41,16.02,36.35,5.27,25.21,0.0
2020-04-12,24.87,34.94,16.65,23.75,5.03,25.29,0.0
2020-04-13,21.77,28.34,14.83,25.94,4.73,25.05,0.0
2020-04-14,21.88,29.52,13.98,24.0,5.73,24.07,0.0
2020-04-15,22.8,29.97,14.51,33.21,2.77,25.14,0.0
2020-04-16,25.68,31.96,18.5,32.55,2.83,24.61,0.03
2020-04-17,26.51,31.48,22.02,30.71,3.97,14.62,0.41
2020-04-18,22.19,29.67,16.7,49.4,3.23,6.51,2.43
2020-04-19,18.96,23.39,15.6,58.62,3.15,10.55,2.43
2020-04-20,18.55,25.57,11.19,38.16,2.94,29.25,0.0
2020-04-21,19.48,26.89,11.74,34.02,3.15,29.15,0.0
2020-04-22,18.73,26.66,10.89,34.93,3.52,28.43,0.01
2020-04-23,20.08,28.1,12.52,30.93,3.85,28.92,0.0
2020-04-24,21.57,31.09,14.19,35.26,4.39,17.95,0.6
2020-04-25,20.74,27.64,13.62,41.33,2.88,28.45,0.01
2020-04-26,21.01,28.46,13.46,38.33,3.42,28.94,0.0
2020-04-27,23.45,31.99,14.91,26.02,3.36,28.53,0.0
2020-04-28,23.75,32.47,14.67,24.88,2.39,29.95,0.0
2020-04-29,24.34,32.4,16.84,33.03,3.3,28.32,0.0
2020-04-30,24.52,31.9,17.14,31.85,3.9,27.89,0.0
2020-05-01,24.23,30.87,18.84,36.55,3.33,21.55,0.0
2020-05-02,25.56,34.24,16.74,30.28,2.56,29.96,0.0
2020-05-03,26.25,35.15,17.32,20.31,2.63,30.18,0.0
2020-05-04,26.88,36.28,17.53,16.82,3.04,30.11,0.0
2020-05-05,28.62,38.49,19.95,11.28,3.38,30.28,0.0
2020-05-06,30.58,40.08,21.77,10.59,2.15,29.26,0.0
2020-05-07,31.12,39.92,21.85,14.31,3.11,25.47,0.0
2020-05-08,29.26,39.46,22.5,24.55,3.85,16.07,0.0
2020-05-09,28.89,37.4,20.35,25.46,4.15,27.66,0.0
2020-05-10,26.78,35.35,19.0,22.25,3.55,25.82,0.0
2020-05-11,25.46,33.87,17.44,24.56,3.64,30.37,0.0
2020-05-12,25.56,33.05,17.95,16.22,5.79,30.18,0.0
2020-05-13,24.26,31.98,16.65,20.91,5.17,29.26,0.0
2020-05-14,21.52,26.63,15.83,22.79,4.21,26.45,0.0
2020-05-15,20.99,27.74,14.95,25.33,4.01,31.34,0.0
2020-05-16,21.11,28.03,13.21,29.58,2.95,31.13,0.0
2020-05-17,21.45,28.86,13.76,32.57,3.99,30.39,0.0
2020-05-18,22.62,29.33,14.7,30.16,3.01,31.25,0.0
2020-05-19,23.88,31.41,15.36,27.32,2.3,31.18,0.0
2020-05-20,26.48,34.68,18.08,21.17,1.42,30.67,0.0
2020-05-21,27.91,35.6,20.56,21.96,3.79,30.98,0.0
2020-05-22,26.37,33.82,18.82,19.26,4.35,30.86,0.0
2020-05-23,25.53,32.37,18.34,22.33,5.22,30.55,0.0
2020-05-24,24.94,30.57,19.24,32.43,5.69,24.03,0.0
2020-05-25,27.85,35.37,20.13,29.99,5.71,26.81,0.0
2020-05-26,29.28,36.62,22.59,22.06,3.95,26.23,0.0
2020-05-27,30.1,38.04,22.17,21.09,3.36,26.77,0.0
2020-05-28,29.92,37.26,22.5,22.92,3.14,25.73,0.0
2020-05-29,28.08,35.62,22.51,33.36,3.35,24.1,0.0
2020-05-30,30.97,39.25,23.4,21.24,3.8,25.79,0.0
2020-05-31,31.42,39.49,21.26,14.36,5.22,26.63,0.0
2020-06-01,31.92,38.94,23.73,18.25,3.97,24.22,0.0
2020-06-02,32.37,40.24,23.09,17.57,4.32,30.83,0.0
2020-06-03,32.13,39.02,23.37,17.13,5.7,30.07,0.01
2020-06-04,30.93,38.37,23.14,15.03,5.02,30.45,0.0
2020-06-05,29.55,36.09,22.96,26.39,2.39,28.66,0.0
2020-06-06,28.55,35.29,24.03,37.22,5.77,19.25,0.0
2020-06-07,30.09,36.2,23.02,33.8,6.86,26.19,0.0
2020-06-08,28.98,35.06,23.61,27.07,3.1,19.84,0.0
2020-06-09,29.22,36.05,21.68,19.13,2.11,29.33,0.0
2020-06-10,29.47,36.36,21.88,21.07,3.46,29.11,0.0
2020-06-11,30.33,38.5,22.54,13.75,2.0,30.72,0.0
2020-06-12,29.05,36.63,20.47,20.51,3.69,31.39,0.0
2020-06-13,27.82,34.25,20.59,25.19,3.38,31.12,0.0
2020-06-14,29.64,37.28,20.98,17.16,4.56,29.67,0.0
2020-06-15,30.15,38.02,22.18,23.64,4.41,31.5,0.0
2020-06-16,31.63,39.98,23.01,17.01,3.06,29.82,0.0
2020-06-17,30.64,38.39,23.61,17.8,3.27,29.57,0.0
2020-06-18,32.25,40.46,24.28,15.98,4.02,29.63,0.0
2020-06-19,29.91,37.96,21.79,21.79,2.89,31.19,0.0
2020-06-20,31.42,40.03,22.23,20.75,2.71,29.77,0.0
2020-06-21,32.73,40.79,24.14,17.98,3.78,30.26,0.0
2020-06-22,32.85,40.17,25.52,15.65,4.17,31.31,0.0
2020-06-23,32.85,40.51,25.6,14.51,3.47,28.72,0.0
2020-06-24,32.51,39.71,25.52,15.4,4.53,25.32,0.0
2020-06-25,33.26,41.49,25.49,13.51,3.54,25.64,0.0
2020-06-26,34.22,42.79,25.86,11.28,3.22,26.52,0.0
2020-06-27,34.96,43.09,28.48,12.25,2.29,28.92,0.0
2020-06-28,34.44,42.01,27.41,13.69,3.14,21.32,0.0
2020-06-29,34.32,42.63,26.89,15.46,4.57,16.52,0.0
2020-06-30,34.96,42.83,26.3,14.91,1.94,27.82,0.0
2020-07-01,36.79,43.97,30.82,10.82,1.05,28.67,0.0
2020-07-02,37.18,44.79,30.42,9.91,1.56,28.68,0.0
2020-07-03,36.38,42.65,28.93,13.58,1.94,29.06,0.0
2020-07-04,35.45,43.19,27.89,18.82,3.42,28.97,0.0
2020-07-05,34.68,40.55,29.33,17.95,3.52,29.34,0.44
2020-07-06,36.96,44.45,30.04,14.8,3.38,29.91,0.0
2020-07-07,33.87,40.77,26.88,15.67,4.7,31.08,0.0
2020-07-08,32.1,39.24,24.64,15.53,4.07,31.39,0.0
2020-07-09,31.9,39.76,24.1,15.71,3.1,30.83,0.0
2020-07-10,33.29,42.04,24.31,12.82,3.56,31.46,0.0
2020-07-11,34.48,41.91,26.78,13.97,5.09,30.2,0.0
2020-07-12,34.17,42.17,25.98,9.51,2.57,29.06,0.0
2020-07-13,34.25,42.37,24.71,10.31,2.2,30.12,0.0
2020-07-14,35.52,42.67,27.72,10.26,2.3,29.4,0.0
2020-07-15,35.59,43.62,27.11,12.16,3.15,29.66,0.0
2020-07-16,36.25,44.28,27.1,12.76,1.94,28.97,0.0
2020-07-17,37.04,44.79,28.19,13.88,2.45,28.9,0.0
2020-07-18,36.36,42.3,30.62,19.83,2.88,27.3,0.0
2020-07-19,36.16,43.71,27.61,15.39,2.09,27.66,0.0
2020-07-20,35.45,42.18,29.16,19.97,2.97,26.68,0.0
2020-07-21,33.97,40.73,27.4,18.63,3.77,28.67,0.0
2020-07-22,34.06,41.48,26.69,13.94,3.8,29.64,0.0
2020-07-23,34.94,42.78,26.1,14.92,1.37,29.53,0.0
2020-07-24,35.59,42.49,27.59,17.0,2.02,29.72,0.0
2020-07-25,35.79,43.58,28.34,13.82,4.36,29.82,0.0
2020-07-26,35.1,42.42,28.06,13.22,4.45,26.09,0.0
2020-07-27,34.63,41.33,26.02,12.4,2.38,28.68,0.0
2020-07-28,34.99,42.3,27.94,15.83,1.81,28.02,0.0
2020-07-29,35.25,42.67,28.62,13.68,1.67,29.17,0.0
2020-07-30,34.87,41.99,27.79,21.32,2.91,29.38,0.0
2020-07-31,34.16,41.31,26.85,16.02,3.95,29.79,0.0
2020-08-01,33.91,41.99,25.63,14.38,3.32,29.66,0.0
2020-08-02,35.99,44.11,27.03,18.51,2.69,29.41,0.0
2020-08-03,36.77,43.76,29.01,21.53,3.39,27.97,0.0
2020-08-04,36.46,42.49,29.98,13.03,2.57,29.0,0.0
2020-08-05,35.78,44.41,27.13,12.02,3.11,28.58,0.0
2020-08-06,36.07,44.07,28.06,13.1,3.08,25.52,0.0
2020-08-07,35.82,42.9,28.01,16.68,2.34,25.21,0.0
2020-08-08,35.3,41.85,27.63,17.74,2.56,27.73,0.0
2020-08-09,33.99,41.13,26.2,15.38,2.53,28.42,0.0
2020-08-10,33.03,40.15,25.36,17.61,2.36,28.45,0.0
2020-08-11,32.46,39.64,25.51,18.39,3.64,27.6,0.0
2020-08-12,33.72,41.3,26.17,15.45,3.12,27.88,0.0
2020-08-13,34.9,42.39,26.61,16.84,1.69,27.05,0.0
2020-08-14,35.27,42.23,27.72,18.4,2.43,24.24,0.0
2020-08-15,35.21,42.71,28.02,16.55,3.14,22.63,0.0
2020-08-16,35.03,42.37,28.1,10.83,3.49,25.48,0.0
2020-08-17,34.29,42.01,26.78,10.59,3.69,27.43,0.0
2020-08-18,34.61,43.26,26.23,12.48,4.26,27.91,0.0
2020-08-19,35.87,44.29,26.98,13.93,1.98,24.63,0.0
2020-08-20,36.5,43.16,30.35,16.22,2.46,21.68,0.1
2020-08-21,36.54,43.73,29.54,15.51,2.27,22.79,0.0
2020-08-22,37.14,44.1,31.36,15.16,4.09,26.29,0.0
2020-08-23,35.49,43.03,29.01,15.98,2.83,24.74,0.0
2020-08-24,35.05,42.77,26.62,13.12,1.7,26.79,0.0
2020-08-25,35.49,42.67,28.64,12.62,1.21,26.86,0.0
2020-08-26,36.18,43.85,27.95,16.85,2.27,25.4,0.0
2020-08-27,35.52,41.74,29.44,15.6,2.09,26.52,0.0
2020-08-28,33.77,41.42,26.4,14.32,2.61,27.27,0.0
2020-08-29,33.76,41.8,25.32,14.68,3.33,22.74,0.0
2020-08-30,34.47,42.22,26.06,15.96,3.9,20.07,1.15
2020-08-31,34.48,40.05,28.2,31.05,3.22,17.95,0.44
2020-09-01,33.52,39.14,27.5,31.0,4.2,15.16,7.82
2020-09-02,31.52,36.54,27.01,34.51,2.37,23.75,5.47
2020-09-03,29.59,35.07,24.27,34.06,4.19,23.64,0.01
2020-09-04,29.11,34.97,23.31,33.74,3.27,24.57,0.0
2020-09-05,30.02,37.27,22.33,33.42,1.36,25.32,0.0
2020-09-06,30.71,37.49,24.07,31.88,1.92,25.19,0.0
2020-09-07,31.0,37.82,23.94,28.83,1.79,25.14,0.0
2020-09-08,31.75,38.67,25.22,23.87,1.71,25.08,0.0
2020-09-09,31.96,39.15,24.55,25.13,2.67,19.31,0.0
2020-09-10,32.41,39.7,25.11,21.41,2.49,24.95,0.0
2020-09-11,31.6,39.63,23.6,20.31,1.76,24.82,0.0
2020-09-12,31.81,39.94,24.12,26.39,2.87,23.64,0.0
2020-09-13,31.39,38.12,25.41,25.61,3.46,22.58,0.0
2020-09-14,30.74,37.29,25.7,28.93,4.99,18.55,0.04
2020-09-15,30.29,36.59,24.73,39.01,3.51,23.25,0.0
2020-09-16,29.33,35.45,23.52,34.47,3.89,22.38,0.01
2020-09-17,28.23,32.8,23.26,37.8,2.82,19.3,0.0
2020-09-18,29.38,36.7,23.97,31.84,4.05,21.5,0.02
2020-09-19,29.89,38.73,22.2,22.47,3.12,23.29,0.0
2020-09-20,30.48,39.02,22.75,19.03,2.26,20.95,0.0
2020-09-21,32.12,40.18,24.37,20.53,2.59,21.85,0.0
2020-09-22,32.5,40.25,25.32,18.62,2.34,17.21,0.0
2020-09-23,32.93,40.25,27.54,18.17,1.93,21.99,0.0
2020-09-24,32.64,40.85,25.27,16.57,1.99,22.4,0.0
2020-09-25,32.8,40.81,25.61,22.88,3.37,22.33,0.0
2020-09-26,29.45,34.81,24.47,24.18,2.95,21.44,0.0
2020-09-27,27.65,34.61,21.44,22.35,3.88,21.72,0.0
2020-09-28,28.1,36.02,21.44,23.02,4.12,21.91,0.0
2020-09-29,29.57,38.48,21.15,19.88,2.63,22.44,0.0
2020-09-30,30.75,39.12,23.85,15.23,1.5,22.5,0.0
2020-10-01,29.96,38.52,22.28,18.68,3.0,22.22,0.0
2020-10-02,28.21,37.23,20.22,17.62,3.41,22.29,0.0
2020-10-03,26.49,34.65,20.19,24.86,2.92,20.49,0.0
2020-10-04,25.68,33.97,18.66,21.78,3.42,22.26,0.0
2020-10-05,26.58,35.19,18.02,26.28,2.11,22.17,0.0
2020-10-06,24.26,31.68,18.31,29.82,4.15,21.75,0.0
2020-10-07,23.16,30.95,16.86,28.23,3.03,21.96,0.0
2020-10-08,22.67,30.26,16.25,32.41,3.19,21.94,0.0
2020-10-09,22.73,30.59,15.95,31.64,3.03,21.86,0.0
2020-10-10,23.61,32.44,16.74,27.49,2.72,21.35,0.0
2020-10-11,25.45,33.83,16.47,22.69,1.64,21.17,0.0
2020-10-12,24.13,31.29,18.33,37.05,3.22,20.99,0.0
2020-10-13,23.42,31.4,16.03,30.07,3.08,20.76,0.0
2020-10-14,24.27,34.37,15.89,20.15,2.69,21.21,0.0
2020-10-15,20.9,28.03,14.59,30.14,3.41,18.99,0.0
2020-10-16,20.44,28.18,14.17,28.89,3.48,19.19,0.0
2020-10-17,19.65,26.67,14.08,31.38,3.9,19.22,0.0
2020-10-18,19.12,27.02,12.72,29.77,3.02,20.37,0.0
2020-10-19,18.35,25.9,13.01,31.75,2.77,15.02,0.0
2020-10-20,17.73,25.42,11.04,28.98,2.62,19.73,0.0
2020-10-21,20.29,28.6,12.92,31.09,3.1,18.34,0.0
2020-10-22,23.91,32.16,16.46,36.88,3.34,15.45,0.11
2020-10-23,23.94,30.83,18.1,46.6,2.41,18.16,0.01
2020-10-24,23.3,29.45,18.67,43.71,2.12,12.79,0.0
2020-10-25,21.47,28.07,14.9,33.28,1.87,19.2,0.0
2020-10-26,21.61,29.32,15.83,25.21,1.4,18.71,0.0
2020-10-27,17.5,23.88,12.89,43.69,3.93,18.58,0.0
2020-10-28,18.09,25.72,11.04,30.19,1.88,18.43,0.0
2020-10-29,18.98,25.97,13.32,25.5,1.93,18.43,0.0
2020-10-30,17.14,24.39,11.45,29.2,3.48,18.49,0.0
2020-10-31,16.88,24.26,11.38,32.1,3.15,18.38,0.0
2020-11-01,17.14,26.04,9.98,30.3,2.45,18.17,0.0
2020-11-02,16.87,23.74,11.71,37.0,3.14,18.17,0.0
2020-11-03,17.18,24.66,11.36,42.64,3.73,17.41,0.0
2020-11-04,18.21,24.81,12.46,41.29,2.26,16.22,0.0
2020-11-05,18.8,22.8,16.57,30.71,3.15,9.11,0.02
2020-11-06,21.72,29.53,17.45,23.4,4.21,9.62,0.23
2020-11-07,19.22,25.2,14.7,42.13,1.6,7.2,0.55
2020-11-08,18.91,24.78,16.46,49.97,2.58,14.06,0.0
2020-11-09,19.98,27.57,14.27,44.87,3.7,15.34,0.01
2020-11-10,19.27,27.04,14.13,45.37,2.66,11.99,0.22
2020-11-11,17.53,24.75,12.09,54.8,2.43,16.45,0.0
2020-11-12,17.32,24.27,11.45,46.11,2.31,15.15,0.0
2020-11-13,16.14,19.95,12.05,51.66,1.07,14.03,0.04
2020-11-14,17.89,23.9,14.32,44.16,1.88,11.21,0.01
2020-11-15,18.95,25.62,12.84,42.57,1.55,15.2,0.0
2020-11-16,19.61,27.62,12.69,39.54,2.3,15.97,0.0
2020-11-17,19.17,27.52,12.41,39.01,2.1,15.93,0.0
2020-11-18,16.71,23.41,12.39,50.1,3.26,15.62,0.0
2020-11-19,13.26,19.3,8.81,45.21,3.5,16.13,0.0
2020-11-20,14.83,20.87,9.37,46.75,2.15,14.2,0.0
2020-11-21,13.94,20.78,8.87,48.49,2.82,15.72,0.0
2020-11-22,10.29,16.64,5.37,40.48,3.24,16.19,0.0
2020-11-23,9.99,17.38,4.81,47.02,2.52,15.55,0.0
2020-11-24,10.89,18.2,4.49,41.24,1.48,15.84,0.0
2020-11-25,12.02,18.7,6.28,48.33,1.59,14.95,0.0
2020-11-26,12.24,18.86,6.12,52.9,3.22,14.55,2.24
2020-11-27,10.6,14.7,7.37,59.8,2.86,11.94,1.47
2020-11-28,10.41,17.94,4.62,49.67,1.37,15.12,0.0
2020-11-29,11.33,18.99,6.55,50.63,1.97,14.91,0.0
2020-11-30,11.34,19.09,5.26,52.25,2.05,14.49,0.0
2020-12-01,12.82,20.36,8.98,43.95,1.59,14.95,0.0
2020-12-02,13.35,22.53,6.98,53.31,2.84,14.71,0.0
2020-12-03,13.38,20.4,7.53,75.19,2.54,13.84,0.17
2020-12-04,14.09,22.06,8.56,50.87,1.77,14.78,0.0
2020-12-05,11.16,17.07,6.67,45.71,4.69,14.81,0.0
2020-12-06,8.3,14.64,2.74,45.63,1.77,14.89,0.0
2020-12-07,9.34,16.67,3.67,51.34,1.83,14.82,0.0
2020-12-08,9.59,18.52,2.89,42.05,2.44,15.08,0.0
2020-12-09,11.82,19.66,5.08,57.55,2.14,14.48,0.0
2020-12-10,12.03,19.57,6.02,51.87,1.71,14.36,0.0
2020-12-11,14.16,22.15,7.61,51.93,2.36,11.9,0.0
2020-12-12,15.57,24.51,9.16,60.55,2.62,14.32,0.01
2020-12-13,14.45,21.22,9.22,72.49,1.89,14.1,0.09
2020-12-14,14.92,22.21,10.22,53.01,2.12,12.75,0.0
2020-12-15,14.05,21.88,9.09,44.68,1.74,11.25,0.0
2020-12-16,12.05,19.65,7.37,41.27,1.85,13.5,0.0
2020-12-17,11.78,17.4,7.53,42.04,3.99,8.98,0.19
2020-12-18,10.0,16.6,5.81,63.44,3.84,12.51,0.0
2020-12-19,11.35,17.57,5.12,63.0,1.98,13.92,0.0
2020-12-20,12.38,20.14,6.65,55.95,2.48,13.79,0.0
2020-12-21,10.67,17.16,6.67,66.73,3.09,13.99,0.0
2020-12-22,9.67,16.71,4.54,60.69,2.36,14.21,0.0
2020-12-23,9.26,16.39,4.01,75.19,2.38,14.03,0.0
2020-12-24,9.54,16.34,5.08,75.05,2.2,14.42,0.0
2020-12-25,10.45,17.36,4.25,58.73,1.54,13.19,0.0
2020-12-26,9.09,15.67,4.34,59.09,2.52,14.34,0.0
2020-12-27,7.61,14.91,1.73,43.52,1.86,14.45,0.0
2020-12-28,8.89,18.26,2.35,49.08,3.07,14.43,0.0
2020-12-29,10.17,18.15,4.23,38.73,1.08,14.19,0.0
2020-12-30,9.1,16.52,4.45,61.26,3.17,14.65,0.0
2020-12-31,8.7,15.76,4.22,52.49,2.37,13.77,0.0
2021-01-01,8.63,16.44,2.13,45.09,1.94,14.92,0.0
2021-01-02,8.02,15.42,1.99,58.24,2.03,14.89,0.0
2021-01-03,7.92,13.4,3.53,44.39,2.46,14.7,0.0
2021-01-04,7.54,14.16,1.37,46.2,1.8,12.26,0.0
2021-01-05,9.1,16.14,3.66,41.16,1.94,12.83,0.0
2021-01-06,12.56,20.37,5.98,69.09,3.83,13.81,0.06
2021-01-07,15.36,22.6,9.26,73.0,4.62,13.2,0.1
2021-01-08,16.97,25.13,10.89,56.86,4.2,12.88,0.04
2021-01-09,14.34,19.91,8.51,52.22,4.96,13.97,0.0
2021-01-10,9.14,17.03,2.92,42.04,3.24,15.49,0.0
2021-01-11,8.08,14.62,3.04,45.47,3.11,15.6,0.0
2021-01-12,6.23,13.76,1.06,51.74,3.11,14.05,0.0
2021-01-13,7.06,14.09,0.89,46.91,2.14,15.86,0.0
2021-01-14,7.28,15.79,-0.4,33.05,1.86,16.05,0.0
2021-01-15,8.51,16.46,1.25,42.83,2.32,16.0,0.0
2021-01-16,8.56,17.43,1.54,39.58,2.26,16.31,0.0
2021-01-17,6.3,14.04,1.51,53.19,2.78,16.08,0.0
2021-01-18,7.44,15.27,0.48,48.06,1.76,16.49,0.0
2021-01-19,8.57,16.55,3.05,37.05,1.99,16.06,0.0
2021-01-20,8.78,16.41,1.62,31.91,1.64,15.49,0.0
2021-01-21,11.21,19.42,3.31,25.78,1.37,16.32,0.0
2021-01-22,12.14,21.57,4.72,29.55,1.97,15.86,0.0
2021-01-23,12.79,20.45,6.74,59.48,2.0,16.4,0.0
2021-01-24,14.3,22.56,8.73,46.14,1.17,15.62,0.0
2021-01-25,15.56,23.56,10.26,26.3,1.28,13.99,0.0
2021-01-26,14.42,22.21,7.73,59.8,2.62,16.47,0.0
2021-01-27,14.1,21.63,8.43,62.99,2.27,16.42,0.0
2021-01-28,15.01,22.64,7.72,54.41,1.53,16.69,0.0
2021-01-29,15.63,23.14,8.38,51.46,1.21,17.06,0.0
2021-01-30,15.83,25.81,8.63,44.85,2.02,17.21,0.0
2021-01-31,15.17,23.62,8.39,53.77,3.7,17.06,0.0
2021-02-01,15.2,24.55,7.75,54.05,2.18,17.37,0.0
2021-02-02,14.55,23.91,6.94,42.14,1.87,18.05,0.0
2021-02-03,16.09,23.73,11.44,28.41,1.81,14.33,0.0
2021-02-04,16.32,24.49,10.17,25.5,2.68,16.82,0.0
2021-02-05,16.16,24.92,9.78,24.74,5.13,14.32,0.0
2021-02-06,12.87,19.59,8.2,47.65,3.12,16.01,0.0
2021-02-07,10.75,16.64,7.03,48.66,2.91,17.68,3.05
2021-02-08,11.35,20.15,4.87,38.33,2.65,19.16,0.0
2021-02-09,12.02,21.58,6.02,31.25,2.11,18.52,0.0
2021-02-10,13.81,23.57,6.35,27.88,1.48,19.19,0.0
2021-02-11,15.02,22.82,7.31,48.12,2.31,18.45,0.0
2021-02-12,17.05,24.02,10.2,40.27,0.96,18.73,0.0
2021-02-13,15.61,23.05,10.01,38.09,3.29,19.42,0.0
2021-02-14,13.56,20.98,8.04,36.85,3.49,19.95,0.0
2021-02-15,11.11,17.91,5.72,44.97,4.24,19.51,0.0
2021-02-16,7.98,14.36,3.31,41.57,3.9,18.98,0.0
2021-02-17,7.18,15.66,0.72,34.77,3.12,20.41,0.0
2021-02-18,10.77,19.4,3.12,28.61,2.15,18.82,0.0
2021-02-19,13.48,20.71,9.42,22.42,2.61,10.57,0.0
2021-02-20,14.23,24.05,7.41,40.89,2.94,17.58,0.0
2021-02-21,16.21,22.97,11.73,33.17,4.94,9.72,0.0
2021-02-22,12.27,18.9,8.07,35.95,4.12,21.3,0.0
2021-02-23,10.87,17.67,4.23,38.79,4.69,20.01,0.0
2021-02-24,11.49,17.06,7.09,57.41,5.65,14.39,0.0
2021-02-25,12.29,20.19,6.24,45.87,4.41,18.87,0.0
2021-02-26,12.72,20.17,6.18,41.49,4.74,21.16,0.0
2021-02-27,13.19,19.89,8.83,41.37,4.71,17.83,0.03
2021-02-28,13.6,22.91,5.88,34.01,3.38,19.84,0.0
2021-03-01,14.46,23.56,6.76,23.58,2.73,19.19,0.0
2021-03-02,14.46,22.69,7.35,23.96,1.98,17.62,0.0
2021-03-03,13.26,21.15,6.4,38.95,3.77,17.22,0.0
2021-03-04,13.23,19.17,7.24,50.5,2.79,16.17,0.0
