,Temp_Avg_C,Temp_Max_C,Temp_Min_C,Humidity_%,WindSpeed_ms,Solar_MJm2day,Rainfall_mm,ET0_mm_day,es_kPa,ea_kPa,VPD_kPa,Rn_MJm2day,Ra_MJm2day,Month
2020-07-26,35.1,42.42,28.06,13.22,4.45,26.09,0.0,11.5662947814219,6.087375784741847,0.8047510787428723,5.282624705998975,10.716555225364061,33.93370969540434,7
2020-07-27,34.63,41.33,26.02,12.4,2.38,28.68,0.0,8.225335863657307,5.640065687664906,0.6993681452704483,4.940697542394458,11.2709791094782,33.99746549980542,7
2020-07-28,34.99,42.3,27.94,15.83,1.81,28.02,0.0,7.537800621393823,6.047901450001874,0.9573827995352967,5.090518650466578,11.874182821762778,34.062253518574536,7
2020-07-29,35.25,42.67,28.62,13.68,1.67,29.17,0.0,7.420439234836663,6.205259219371192,0.8488794612099791,5.356379758161213,11.785067936075196,34.12801376394815,7
2020-07-30,34.87,41.99,27.79,21.32,2.91,29.38,0.0,9.384343004767132,5.964303018647639,1.2715894035756767,4.692713615071963,13.434500743505303,34.19468540506897,7
2020-07-31,34.16,41.31,26.85,16.02,3.95,29.79,0.0,10.837881996563867,5.7202239991020996,0.9163798846561564,4.803844114445943,12.493646013202909,34.26220682697617,7
2020-08-01,33.91,41.99,25.63,14.38,3.32,29.66,0.0,10.053078246569562,5.741632177712134,0.8256467071550049,4.915985470557129,12.165118872558866,34.330515690840784,8
2020-08-02,35.99,44.11,27.03,18.51,2.69,29.41,0.0,9.319452760460148,6.362047599361128,1.177615010641745,5.184432588719384,13.122116723040817,34.39954899540504,8
2020-08-03,36.77,43.76,29.01,21.53,3.39,27.97,0.0,10.151797747560183,6.497991635019689,1.399017599019739,5.09897403599995,13.216209333172236,34.46924313958027,8
2020-08-04,36.46,42.49,29.98,13.03,2.57,29.0,0.0,8.936857962300131,6.325287412804977,0.8241849498884886,5.501102462916489,11.734061436813954,34.539533986155426,8
2020-08-05,35.78,44.41,27.13,12.02,3.11,28.58,0.0,10.07922378040299,6.444072590197372,0.7745775253417241,5.669495064855648,11.491592928439493,34.6103569265643,8
2020-08-06,36.07,44.07,28.06,13.1,3.08,25.52,0.0,9.716405495935229,6.463351118657338,0.8466989965441113,5.616652122113226,10.856438290706022,34.68164694665662,8
2020-08-07,35.82,42.9,28.01,16.68,2.34,25.21,0.0,8.230800817698396,6.188375581665209,1.032221047021757,5.156154534643452,11.405125172052148,34.753338693414534,8
2020-08-08,35.3,41.85,27.63,17.74,2.56,27.73,0.0,8.682804721676373,5.9169110640951805,1.0496600227704849,4.867251041324696,12.402674412692702,34.82536654255285,8
2020-08-09,33.99,41.13,26.2,15.38,2.53,28.42,0.0,8.640168682713202,5.6164609455442385,0.863811693424704,4.752649252119534,12.169710876875063,34.89766466693782,8
2020-08-10,33.03,40.15,25.36,17.61,2.36,28.45,0.0,8.265291020513912,5.335562616736892,0.9395925768073667,4.395970039929526,12.576179135768419,34.97016710575613,8
2020-08-11,32.46,39.64,25.51,18.39,3.64,27.6,0.0,9.955386994511665,5.250282170900527,0.9655268912286069,4.28475527967192,12.422282468260091,35.04280783436236,8
2020-08-12,33.72,41.3,26.17,15.45,3.12,27.88,0.0,9.588469299497488,5.648779119797923,0.8727363740087791,4.776042745789144,12.098529891876554,35.115520834729935,8
2020-08-13,34.9,42.39,26.61,16.84,1.69,27.05,0.0,7.313956500784689,5.926503612515029,0.9980232083475309,4.928480404167498,12.159231726519126,35.188240166427605,8
2020-08-14,35.27,42.23,27.72,18.4,2.43,24.24,0.0,8.237333496294763,6.008641566124404,1.1055900481668903,4.903051517957514,11.471413626917652,35.26090003804018,8
2020-08-15,35.21,42.71,28.02,16.55,3.14,22.63,0.0,9.36295523518856,6.147039796105117,1.017335086255397,5.129704709849721,10.691164715229803,35.33343487894943,8
2020-08-16,35.03,42.37,28.1,10.83,3.49,25.48,0.0,10.293174256919393,6.080832725030023,0.6585541841207515,5.4222785409092715,10.582968639426245,35.40577941138828,8
2020-08-17,34.29,42.01,26.78,10.59,3.69,27.43,0.0,10.681351986566803,5.861422381351469,0.6207246301851205,5.240697751166349,11.109844182138815,35.47786872267841,8
2020-08-18,34.61,43.26,26.23,12.48,4.26,27.91,0.0,11.768892369228794,6.082426605422974,0.7590868403567872,5.323339765066187,11.736570116837418,35.54963833755908,8
2020-08-19,35.87,44.29,26.98,13.93,1.98,24.63,0.0,7.79646470251302,6.399616415935643,0.8914665667398352,5.508149849195808,11.069285308819147,35.621024290512494,8
2020-08-20,36.5,43.16,30.35,16.22,2.46,21.68,0.1,8.310135886928396,6.520469567519211,1.0576201638516158,5.462849403667595,10.447744983103206,35.69196319798843,8
2020-08-21,36.54,43.73,29.54,15.51,2.27,22.79,0.0,8.13924042419255,6.553200310561142,1.016401368168033,5.5367989423931085,10.752386717817027,35.762392330429506,8
2020-08-22,37.14,44.1,31.36,15.16,4.09,26.29,0.0,11.659840455617932,6.866616264796283,1.0409790257431166,5.825637239053167,11.900892198109407,35.832249683995464,8
2020-08-23,35.49,43.03,29.01,15.98,2.83,24.74,0.0,9.274205257032923,6.330552161144997,1.0116222353509705,5.318929925794026,11.492534059132161,35.9014740518843,8
2020-08-24,35.05,42.77,26.62,13.12,1.7,26.79,0.0,7.363522972891202,6.011546315929113,0.7887148766498996,5.222831439279213,11.656608193960448,35.970005095145765,8
2020-08-25,35.49,42.67,28.64,12.62,1.21,26.86,0.0,6.502530996544397,6.207531345242488,0.7833904557696019,5.424140889472886,11.580652554426543,36.037783412881716,8
2020-08-26,36.18,43.85,27.95,16.85,2.27,25.4,0.0,8.383680062774403,6.3994903184194385,1.0783141186536755,5.3211761997657625,11.96084116422309,36.104750611727084,8
2020-08-27,35.52,41.74,29.44,15.6,2.09,26.52,0.0,8.052934033496733,6.098144315876354,0.9513105132767112,5.146833802599643,12.055592039582091,36.17084937450373,8
2020-08-28,33.77,41.42,26.4,14.32,2.61,27.27,0.0,8.911265765293749,5.697070577756043,0.8158205067346653,4.881250071021378,12.083377513836796,36.23602352793982,8
2020-08-29,33.76,41.8,25.32,14.68,3.33,22.74,0.0,9.57207475007441,5.670930852587959,0.8324926491599123,4.838438203428046,10.704715110797217,36.30021810934611,8
2020-08-30,34.47,42.22,26.06,15.96,3.9,20.07,1.15,10.141390544699382,5.833785747183318,0.9310722052504576,4.90271354193286,9.997607458400267,36.363379432141315,8
2020-08-31,34.48,40.05,28.2,31.05,3.22,17.95,0.44,7.947349970752424,5.609731305176243,1.7418215702572235,3.86790973491902,10.393824923511922,36.42545515011838,8
2020-09-01,33.52,39.14,27.5,31.0,4.2,15.16,7.82,8.573996598604273,5.3577274162304835,1.66089549903145,3.6968319171990336,9.113227244522031,36.48639432034443,9
2020-09-02,31.52,36.54,27.01,34.51,2.37,23.75,5.47,7.2831017816154455,4.843363441369794,1.6714447236167158,3.171918717753078,13.047795293530662,36.5461474645875,9
2020-09-03,29.59,35.07,24.27,34.06,4.19,23.64,0.01,8.692708644723368,4.338544803416917,1.477708360043802,2.860836443373115,12.806464379729054,36.60466662916467,9
2020-09-04,29.11,34.97,23.31,33.74,3.27,24.57,0.0,7.949291926168095,4.237956401333247,1.4298864898098378,2.8080699115234093,13.171884605918951,36.66190544310728,9
2020-09-05,30.02,37.27,22.33,33.42,1.36,25.32,0.0,6.263337166986238,4.532632316994137,1.5148057203394407,3.0178265966546967,13.621857871479964,36.717819174540594,9
2020-09-06,30.71,37.49,24.07,31.88,1.92,25.19,0.0,7.01103377190822,4.720355050425171,1.5048491900755445,3.2155058603496265,13.48532910527057,36.77236478517707,9
2020-09-07,31.0,37.82,23.94,28.83,1.79,25.14,0.0,6.908218437600297,4.766868813639889,1.37428827897238,3.392580534667509,13.1998402973868,36.825500982825005,9
2020-09-08,31.75,38.67,25.22,23.87,1.71,25.08,0.0,6.975860588741587,5.0390437907282735,1.202819752846839,3.8362240378814345,12.728235723746828,36.87718827181594,9
2020-09-09,31.96,39.15,24.55,25.13,2.67,19.31,0.0,7.573085468751716,5.065908152494775,1.2730627187219368,3.792845433772839,10.557374173154958,36.92738900125799,9
2020-09-10,32.41,39.7,25.11,21.41,2.49,24.95,0.0,8.189709823238775,5.223546280666133,1.118361258690619,4.1051850219755135,12.466052596213109,36.97606741102424,9
2020-09-11,31.6,39.63,23.6,20.31,1.76,24.82,0.0,7.096480769804961,5.072214286083751,1.0301667215036097,4.042047564580141,12.28689228084929,37.0231896753892,9
2020-09-12,31.81,39.94,24.12,26.39,2.87,23.64,0.0,8.437706298526553,5.178769106993065,1.36667716733547,3.812091939657595,12.515855697113654,37.068723944229795,9
2020-09-13,31.39,38.12,25.41,25.61,3.46,22.58,0.0,8.873165306626367,4.956916950365333,1.2694664309885617,3.687450519376771,11.930686780997128,37.112640381710634,9
2020-09-14,30.74,37.29,25.7,28.93,4.99,18.55,0.04,9.775950624448436,4.83844823862743,1.3997630754349155,3.438685163192515,10.480890819601287,37.154911202377846,9
2020-09-15,30.29,36.59,24.73,39.01,3.51,23.25,0.0,8.081150665036612,4.626611413675161,1.8048411124746804,2.821770301200481,13.238269964849671,37.19551070458956,9
2020-09-16,29.33,35.45,23.52,34.47,3.89,22.38,0.01,8.32648853290326,4.331533213362969,1.4930794986462155,2.8384537147167537,12.415456162200659,37.23441530121572,9
2020-09-17,28.23,32.8,23.26,37.8,2.82,19.3,0.0,6.508976481562684,3.9139574717799546,1.4794759243328226,2.434481547447132,11.107128954279531,37.27160354754443,9
2020-09-18,29.38,36.7,23.97,31.84,4.05,21.5,0.02,8.848473750614334,4.57577706047447,1.4569274160550714,3.1188496444193987,11.92793655715739,37.3070561663369,9
2020-09-19,29.89,38.73,22.2,22.47,3.12,23.29,0.0,8.727402569631657,4.783550428508833,1.0748637812859347,3.708686647222898,11.972532922680262,37.3407560699779,9
2020-09-20,30.48,39.02,22.75,19.03,2.26,20.95,0.0,7.433088566537191,4.883107215363647,0.9292553030837021,3.9538519122799447,10.769402452543122,37.372688379674045,9
2020-09-21,32.12,40.18,24.37,20.53,2.59,21.85,0.0,8.100932243078253,5.248746861239275,1.0775677306124232,4.171179130626852,11.300056168004353,37.4028404416571,9
2020-09-22,32.5,40.25,25.32,18.62,2.34,17.21,0.0,7.312748835892515,5.35155787793981,0.9964600768723927,4.3550978010674175,9.3946532737838,37.431201840355286,9
2020-09-23,32.93,40.25,27.54,18.17,1.93,21.99,0.0,7.3210826793955865,5.577157486419345,1.0133695152823952,4.56378797113695,11.127208743787556,37.45776440850089,9
2020-09-24,32.64,40.85,25.27,16.57,1.99,22.4,0.0,7.448245286325391,5.4677176833019105,0.9060008201231267,4.561716863178784,11.112994480577655,37.482522234148156,9
2020-09-25,32.8,40.81,25.61,22.88,3.37,22.33,0.0,9.289393328197738,5.492368208640153,1.256653846136867,4.235714362503286,11.782965149955949,37.5054716645811,9
2020-09-26,29.45,34.81,24.47,24.18,2.95,21.44,0.0,7.767132582628896,4.316520644511262,1.043734691842823,3.272785952668439,11.302857318582502,37.52661130709677,9
2020-09-27,27.65,34.61,21.44,22.35,3.88,21.72,0.0,8.781605375374053,4.028814090667234,0.9004399492641268,3.1283741414031074,11.255222723132363,37.54594202665519,9
2020-09-28,28.1,36.02,21.44,23.02,4.12,21.91,0.0,9.282734998545688,4.251270148141142,0.9786423881020908,3.272627760039051,11.428964206960952,37.56346694039309,9
2020-09-29,29.57,38.48,21.15,19.88,2.63,22.44,0.0,8.004251215599528,4.654329179230777,0.9252806408310783,3.7290485383996983,11.440871037397752,37.57919140900436,9
2020-09-30,30.75,39.12,23.85,15.23,1.5,22.5,0.0,6.501792395379036,4.996895240454732,0.7610271451212557,4.235868095333476,10.978106684392653,37.59312302499632,9
2020-10-01,29.96,38.52,22.28,18.68,3.0,22.22,0.0,8.581384920896173,4.751352424027849,0.8875526328084021,3.863799791219447,11.244878189776664,37.60527159783604,10
2020-10-02,28.21,37.23,20.22,17.62,3.41,22.29,0.0,8.95367035353245,4.362083278744976,0.7685990737148648,3.593484205030111,11.145812553299763,37.615649136007555,10
2020-10-03,26.49,34.65,20.19,24.86,2.92,20.49,0.0,7.531425967426216,3.940372419038998,0.979576583373095,2.960795835665903,10.973650784450616,37.624269826006085,10
2020-10-04,25.68,33.97,18.66,21.78,3.42,22.26,0.0,8.226021012245809,3.730797524728931,0.8125677008859612,2.9182298238429696,11.425517656508699,37.631150008301034,10
2020-10-05,26.58,35.19,18.02,26.28,2.11,22.17,0.0,6.6519249037981805,3.8742915515166887,1.0181638197385858,2.856127731778103,11.766876137175906,37.636308150305304,10
2020-10-06,24.26,31.68,18.31,29.82,4.15,21.75,0.0,8.04534754384162,3.3870162342069836,1.0100082410405227,2.377007993166461,11.702076456879807,37.639764816393836,10
2020-10-07,23.16,30.95,16.86,28.23,3.03,21.96,0.0,7.03410532430371,3.200211994250111,0.9034198459768064,2.2967921482733047,11.668659655489755,37.64154263501962,10
2020-10-08,22.67,30.26,16.25,32.41,3.19,21.94,0.0,6.852779114026991,3.0771396959694677,0.9973009754637043,2.079838720505763,11.875400298007007,37.641666262980706,10
2020-10-09,22.73,30.59,15.95,31.64,3.03,21.86,0.0,6.777620709361157,3.1006364447105965,0.9810413711064327,2.119595073604164,11.810409550965307,37.64016234689671,10
2020-10-10,23.61,32.44,16.74,27.49,2.72,21.35,0.0,6.915382890734016,3.390156776908756,0.931954097972217,2.458202678936539,11.421287859726624,37.63705948195817,10
2020-10-11,25.45,33.83,16.47,22.69,1.64,21.17,0.0,5.854113587134989,3.5713567203103613,0.8103408398384211,2.7610158804719402,11.082982158134058,37.63238816801725,10
2020-10-12,24.13,31.29,18.33,37.05,3.22,20.99,0.0,6.776416257263048,3.337252765476199,1.2364521496089318,2.1008006158672674,11.755889373271152,37.626180763091966,10
2020-10-13,23.42,31.4,16.03,30.07,3.08,20.76,0.0,6.86757697488031,3.2088455629709522,0.9648998607853654,2.243945702185587,11.29046140651349,37.61847143436147,10
2020-10-14,24.27,34.37,15.89,20.15,2.69,21.21,0.0,7.389080095210706,3.617689012529768,0.7289643360247482,2.88872467650502,10.932189957003898,37.609296106733154,10
2020-10-15,20.9,28.03,14.59,30.14,3.41,18.99,0.0,6.474617968882884,2.723693699515534,0.8209212810339819,1.902772418481552,10.48166585991503,37.59869240906698,10
2020-10-16,20.44,28.18,14.17,28.89,3.48,19.19,0.0,6.637787027376482,2.71802695291123,0.7852379866960543,1.9327889662151758,10.5123107656985,37.58669961814528,10
2020-10-17,19.65,26.67,14.08,31.38,3.9,19.22,0.0,6.589443148132079,2.55190836638036,0.8007888453701568,1.751119521010203,10.594821395552444,37.57335860048082,10
2020-10-18,19.12,27.02,12.72,29.77,3.02,20.37,0.0,6.1416827259887725,2.520041611528417,0.7502163877520098,1.7698252237764074,11.003717350998098,37.558711752057846,10
2020-10-19,18.35,25.9,13.01,31.75,2.77,15.02,0.0,5.282995092134557,2.4201855729268447,0.7684089194042731,1.6517766535225715,8.876118825955375,37.54280293610488,10
2020-10-20,17.73,25.42,11.04,28.98,2.62,19.73,0.0,5.543244134847379,2.282052836949725,0.6613389121480303,1.6207139248016946,10.689904538383292,37.52567741900008,10
2020-10-21,20.29,28.6,12.92,31.09,3.1,18.34,0.0,6.146042894997054,2.7019801042231713,0.840045614402984,1.8619344898201873,10.2527258767448,37.507381804412645,10
2020-10-22,23.91,32.16,16.46,36.88,3.34,15.45,0.11,6.297751275464529,3.3351692682309544,1.230010426123576,2.1051588421073784,9.302601351042703,37.487963965785795,10
2020-10-23,23.94,30.83,18.1,46.6,2.41,18.16,0.01,5.360058842716519,3.263148393084236,1.520627151177254,1.742521241906982,10.819883294392397,37.46747297726904,10
2020-10-24,23.3,29.45,18.67,43.71,2.12,12.79,0.0,4.523607760090793,3.1317957560838723,1.3689079249842606,1.7628878310996117,8.21410474755049,37.44595904320888,10
2020-10-25,21.47,28.07,14.9,33.28,1.87,19.2,0.0,5.112622938590626,2.744881013650855,0.9134964013430045,1.8313846123078505,10.663934729987744,37.423473426308526,10
2020-10-26,21.61,29.32,15.83,25.21,1.4,18.71,0.0,4.910601998682729,2.9394940551141264,0.7410464512942713,2.1984476038198553,10.138148776582568,37.40006837456828,10
2020-10-27,17.5,23.88,12.89,43.69,3.93,18.58,0.0,5.461438980785635,2.2247602160284248,0.9719977383828187,1.252762477645606,10.63932036448776,37.37579704711972,10
2020-10-28,18.09,25.72,11.04,30.19,1.88,18.43,0.0,4.807232889972578,2.3112050107033206,0.6977527927313325,1.6134522179719881,10.185164694015182,37.35071343906614,10
2020-10-29,18.98,25.97,13.32,25.5,1.93,18.43,0.0,5.078493501239753,2.4424477844028942,0.6228241850227381,1.8196235993801562,9.996470496878894,37.324872305443975,10
2020-10-30,17.14,24.39,11.45,29.2,3.48,18.49,0.0,5.927052184613453,2.2034923152096892,0.6434197560412293,1.5600725591684599,10.145018035247066,37.298329084417986,10
2020-10-31,16.88,24.26,11.38,32.1,3.15,18.38,0.0,5.560900840408348,2.1885223161165674,0.7025156634734182,1.4860066526431492,10.191791339443375,37.27113981982486,10
2020-11-01,17.14,26.04,9.98,30.3,2.45,18.17,0.0,5.265867835358595,2.297857088724303,0.6962506978834638,1.6016063908408391,10.076104561022863,37.24336108317805,11
2020-11-02,16.87,23.74,11.71,37.0,3.14,18.17,0.0,5.270484224605537,2.156817299950934,0.7980224009818456,1.3587948989690886,10.238101901467795,37.21504989524708,11
2020-11-03,17.18,24.66,11.36,42.64,3.73,17.41,0.0,5.332801441078371,2.2243231581250904,0.9484513946245385,1.2758717635005519,10.084146910179241,37.18626364732338,11
2020-11-04,18.21,24.81,12.46,41.29,2.26,16.22,0.0,4.504271707673443,2.288890384224408,0.945082839646258,1.34380754457815,9.535420390035862,37.15706002228376,11
2020-11-05,18.8,22.8,16.57,30.71,3.15,9.11,0.02,4.918588386929234,2.330591732125975,0.7157247209358869,1.6148670111900882,6.413302929341219,37.127496915561764,11
2020-11-06,21.72,29.53,17.45,23.4,4.21,9.62,0.23,7.199301933008776,3.0618475998050108,0.7164723383543725,2.3453752614506382,6.569412104747319,37.09763235613544,11
2020-11-07,19.22,25.2,14.7,42.13,1.6,7.2,0.55,3.154031061759541,2.439199325048751,1.0276346756430388,1.4115646494057121,5.640123961320301,37.067524427638816,11
2020-11-08,18.91,24.78,16.46,49.97,2.58,14.06,0.0,4.33015745264006,2.499453186838002,1.2489767574629496,1.2504764293750523,8.759982806869782,37.037231189702595,11
2020-11-09,19.98,27.57,14.27,44.87,3.7,15.34,0.01,5.469762139934639,2.6565739157248,1.1920047159857177,1.4645691997390822,9.276022053632243,37.006810599627826,11
2020-11-10,19.27,27.04,14.13,45.37,2.66,11.99,0.22,4.448066856407179,2.5929282768036583,1.1764115591858197,1.4165167176178386,7.77238277815608,36.97632043449409,11
2020-11-11,17.53,24.75,12.09,54.8,2.43,16.45,0.0,4.123527973502639,2.265909818231693,1.2417185803909676,1.0241912378407252,9.909520348214219,36.94581821380205,11
2020-11-12,17.32,24.27,11.45,46.11,2.31,15.15,0.0,4.178307129259746,2.192559172919103,1.0109890346329986,1.1815701382861046,9.127192439851697,36.9153611227477,11
2020-11-13,16.14,19.95,12.05,51.66,1.07,14.03,0.04,3.004209827467643,1.8691242683148022,0.9655895970114267,0.9035346713033755,8.655334658141381,36.88500593622323,11
2020-11-14,17.89,23.9,14.32,44.16,1.88,11.21,0.01,3.6554100687610265,2.29907991944615,1.01527369242742,1.2838062270187303,7.369083015535027,36.854808943637366,11
2020-11-15,18.95,25.62,12.84,42.57,1.55,15.2,0.0,3.9327127190410778,2.3844164607019653,1.0150460873208267,1.3693703733811387,9.09201027745516,36.82482587464517,11
2020-11-16,19.61,27.62,12.69,39.54,2.3,15.97,0.0,4.816093856873388,2.582382591574705,1.0210740767086384,1.5613085148660668,9.388086787445312,36.795111825874926,11
2020-11-17,19.17,27.52,12.41,39.01,2.1,15.93,0.0,4.670730215290903,2.5582497564202553,0.9979732299795416,1.5602765264407137,9.350347113166269,36.76572118873686,11
2020-11-18,16.71,23.41,12.39,50.1,3.26,15.62,0.0,4.497133679221802,2.1594544790745824,1.0818866940163658,1.0775677850582166,9.375745887832787,36.73670757839612,11
2020-11-19,13.26,19.3,8.81,45.21,3.5,16.13,0.0,4.287652061710169,1.6861327701351199,0.7623006253780877,0.9238321447570321,9.424275989486123,36.7081237639892,11
2020-11-20,14.83,20.87,9.37,46.75,2.15,14.2,0.0,3.640112155176004,1.8221448948486862,0.8518527383417609,0.9702921565069254,8.638058581427972,36.6800216001607,11
2020-11-21,13.94,20.78,8.87,48.49,2.82,15.72,0.0,3.9966305599709626,1.795806081818201,0.8707863690736456,0.9250197127445553,9.320635693756035,36.652451959994096,11
2020-11-22,10.29,16.64,5.37,40.48,3.24,16.19,0.0,3.9595686271177204,1.3945301397886922,0.5645058005864626,0.8300243392022296,9.335605520893807,36.62546466940789,11
2020-11-23,9.99,17.38,4.81,47.02,2.52,15.55,0.0,3.4687663432475966,1.4228483157289638,0.6690232780557588,0.753825037673205,9.17697654323608,36.59910844308503,11
2020-11-24,10.89,18.2,4.49,41.24,1.48,15.84,0.0,3.228049276802612,1.4659136551488017,0.6045427913833659,0.8613708637654358,9.212188725200441,36.5734308220014,11
2020-11-25,12.02,18.7,6.28,48.33,1.59,14.95,0.0,3.1484810741255185,1.554996995205931,0.7515300477830265,0.8034669474229046,8.94297129753158,36.54847811261593,11
2020-11-26,12.24,18.86,6.12,52.9,3.22,14.55,2.24,3.5819669534669263,1.5605903728636923,0.8255523072448933,0.735038065618799,8.83213299904178,36.52429532778222,11
2020-11-27,10.6,14.7,7.37,59.8,2.86,11.94,1.47,2.777182278630039,1.3501425848241415,0.8073852657248366,0.5427573190993049,7.706421148476265,36.500926129438966,11
2020-11-28,10.41,17.94,4.62,49.67,1.37,15.12,0.0,2.9305256124032755,1.4528282798083836,0.7216198065808241,0.7312084732275594,9.020599257626372,36.47841277313357,11
2020-11-29,11.33,18.99,6.55,50.63,1.97,14.91,0.0,3.274215021209584,1.5836710124960427,0.8018126336267464,0.7818583788692963,8.95002542162657,36.456796054431024,11
2020-11-30,11.34,19.09,5.26,52.25,2.05,14.49,0.0,3.192297530179344,1.5490157792295274,0.809360744647428,0.7396550345820994,8.78944664961466,36.43611525725681,11
2020-12-01,12.82,20.36,8.98,43.95,1.59,14.95,0.0,3.430918732124083,1.7687053338119834,0.7773459942103667,0.9913593396016167,8.871197143834141,36.416408104221205,12
2020-12-02,13.35,22.53,6.98,53.31,2.84,14.71,0.0,3.8119550642617503,1.865519819940185,0.9945086160101126,0.8710112039300724,8.950833166856718,36.39771070896845,12
2020-12-03,13.38,20.4,7.53,75.19,2.54,13.84,0.17,2.681476888576404,1.7178596487510478,1.291658669895913,0.42620097885513486,8.7869208959367,36.38005753059296,12
2020-12-04,14.09,22.06,8.56,50.87,1.77,14.78,0.0,3.4401117756285786,1.883996836053687,0.9583891905005104,0.9256076455531765,8.930801356990212,36.36348133016183,12
2020-12-05,11.16,17.07,6.67,45.71,4.69,14.81,0.0,4.188664389292039,1.4628618181063173,0.6686741370563977,0.7941876810499197,8.79962377883943,36.34801312938058,12
2020-12-06,8.3,14.64,2.74,45.63,1.77,14.89,0.0,2.8946537095735834,1.2050588270541929,0.5498683427848282,0.6551904842693647,8.825974829122352,36.333682171436784,12
2020-12-07,9.34,16.67,3.67,51.34,1.83,14.82,0.0,2.9415548344659874,1.346069681938768,0.6910721747073636,0.6549975072314045,8.880242251207306,36.320515884054544,12
2020-12-08,9.59,18.52,2.89,42.05,2.44,15.08,0.0,3.5817215942808103,1.4421587397331272,0.6064277500577799,0.8357309896753473,8.880288346697466,36.308539844789685,12
2020-12-09,11.82,19.66,5.08,57.55,2.14,14.48,0.0,3.1031573230391096,1.5833561724815364,0.9112214772631242,0.6721346952184122,8.845184086900492,36.29777774859446,12
2020-12-10,12.03,19.57,6.02,51.87,1.71,14.36,0.0,3.104995748589155,1.606582495354929,0.8333343403406016,0.7732481550143274,8.713462642382634,36.2882513776778,12
2020-12-11,14.16,22.15,7.61,51.93,2.36,11.9,0.0,3.3913519571864743,1.8564028215251291,0.9640299852179995,0.8923728363071296,7.664167026474062,36.2799805736856,12
2020-12-12,15.57,24.51,9.16,60.55,2.62,14.32,0.01,3.6249636576651176,2.11850843122778,1.2827568551084205,0.8357515761193595,8.915226363153828,36.272983212223366,12
2020-12-13,14.45,21.22,9.22,72.49,1.89,14.1,0.09,2.787878847585097,1.8430237716906521,1.3360079320985536,0.5070158395920985,8.895803810737538,36.26727517974205,12
2020-12-14,14.92,22.21,10.22,53.01,2.12,12.75,0.0,3.41096972039481,1.9620730989398905,1.040094949748036,0.9219781491918544,8.054674335660748,36.262870352805606,12
2020-12-15,14.05,21.88,9.09,44.68,1.74,11.25,0.0,3.2614029422721735,1.889857011230197,0.8443881126176519,1.0454688986125449,7.3084913039316355,36.25978057975737,12
2020-12-16,12.05,19.65,7.37,41.27,1.85,13.5,0.0,3.4176847621686672,1.657848098309826,0.6841939101724652,0.9736541881373608,8.197133844239548,36.25801566480068,12
2020-12-17,11.78,17.4,7.53,42.04,3.99,8.98,0.19,3.835259983821688,1.5131530379794258,0.6361295371665506,0.8770235008128752,6.323302682506113,36.25758335450719,12
2020-12-18,10.0,16.6,5.81,63.44,3.84,12.51,0.0,2.928225185809764,1.4060160576795533,0.8919765869919085,0.5140394706876448,7.977631775911056,36.25848932676487,12
2020-12-19,11.35,17.57,5.12,63.0,1.98,13.92,0.0,2.735405680955984,1.444243136249961,0.9098731758374755,0.5343699604124855,8.621472848178751,36.26073718217599,12
2020-12-20,12.38,20.14,6.65,55.95,2.48,13.79,0.0,3.288241795249251,1.6683282907185506,0.9334296786570291,0.7348986120615215,8.519904691701996,36.264328437913804,12
2020-12-21,10.67,17.16,6.67,66.73,3.09,13.99,0.0,2.8487135026791965,1.4684230918738108,0.9798787292073939,0.4885443626664169,8.6910344530797,36.269262524044905,12
2020-12-22,9.67,16.71,4.54,60.69,2.36,14.21,0.0,2.82685761086763,1.373548828542489,0.8336067840424366,0.5399420445000525,8.716760978947667,36.27553678232278,12
2020-12-23,9.26,16.39,4.01,75.19,2.38,14.03,0.0,2.3435790411334634,1.3389562355864724,1.0067611935374685,0.33219504204900385,8.778374921495962,36.283146467456405,12
2020-12-24,9.54,16.34,5.08,75.05,2.2,14.42,0.0,2.390576646941073,1.367673185320514,1.0264387255830456,0.34123445973746835,8.96231287252981,36.292084750855935,12
2020-12-25,10.45,17.36,4.25,58.73,1.54,13.19,0.0,2.6055370762499326,1.4050317984673215,0.8251751752398578,0.5798566232274637,8.252761189310181,36.30234272685643,12
2020-12-26,9.09,15.67,4.34,59.09,2.52,14.34,0.0,2.8485270010635557,1.3066211265930978,0.7720824237038615,0.5345387028892363,8.74945462005742,36.31390942141808,12
2020-12-27,7.61,14.91,1.73,43.52,1.86,14.45,0.0,2.9225726936128917,1.1938061870075949,0.5195444525857054,0.6742617344218895,8.621081570741932,36.32677180330064,12
2020-12-28,8.89,18.26,2.35,49.08,3.07,14.43,0.0,3.488023951486102,1.4107432886027422,0.6923928060462258,0.7183504825565165,8.70744437017741,36.34091479770714,12
2020-12-29,10.17,18.15,4.23,38.73,1.08,14.19,0.0,2.865943483858408,1.4550285444851858,0.5635325552791124,0.8914959892060734,8.459901221288227,36.35632130239121,12
2020-12-30,9.1,16.52,4.45,61.26,3.17,14.65,0.0,2.993635949074816,1.3594739850555717,0.8328137632450433,0.5266602218105284,8.930097782503186,36.372972206219295,12
2020-12-31,8.7,15.76,4.22,52.49,2.37,13.77,0.0,2.9632393205396097,1.3082700043266118,0.6867109252710386,0.6215590790555732,8.439217844835879,36.39084641017862,12
